id,lattice_vector_1_x,lattice_vector_1_y,lattice_vector_1_z,lattice_vector_2_x,lattice_vector_2_y,lattice_vector_2_z,lattice_vector_3_x,lattice_vector_3_y,lattice_vector_3_z
448,10.16424287,0.05677397,-0.08020309,-0.06126852,8.87447614,-0.11656068,0.01317533,0.02498431,9.39905852
449,6.1040998,-0.00865985,-0.01588506,-3.04456562,5.29024325,0.00916143,0.05962937,-0.0051965,23.31968996
450,10.52398923,-0.06114061,-0.16555573,0.0519079,8.9467282,-0.04706007,0.02626722,-0.03283711,9.58283244
451,5.25237643,-0.02365405,0.00675562,-2.60559893,4.56096066,-0.00459325,-0.01808206,0.00502431,14.14040139
452,6.49334985,0.04257424,0.0421833,-3.32060231,5.63507312,-0.00686525,-0.01437307,0.04873211,24.15702223
453,9.94233909,0.05657017,0.00412719,0.01870983,9.93936355,0.02162646,0.04406859,-0.01032413,9.89303847
454,6.2091866,0.03182853,-0.00089706,-3.13205911,5.35651099,-0.00032268,0.0058328,0.00286837,23.61395905
455,4.91503024,0.022457,0.02940487,0.03395033,8.50165366,-0.03383558,0.01974146,-0.01972293,9.0989828
456,6.58116954,0.02052357,0.02118911,-3.21628241,5.64625667,-0.01461018,-0.01768573,0.02214602,24.23473565
457,10.19756584,0.52040516,0.27509331,-2.69322126,4.24458822,-0.08044906,-0.36678629,0.02458525,13.66303553
458,4.9759247,0.02095729,-0.00073688,-2.50606719,4.29854346,-0.00293154,0.00204678,0.01134856,13.47016113
459,10.54513954,0.20047941,-0.05407595,5.08202081,3.0882777,-0.01276601,-0.38704377,-0.03627071,15.08836001
460,11.15917891,-0.14298105,0.16839611,-0.07682259,9.45786162,0.03360262,-0.18241632,-0.08121985,9.53048909
461,10.14675435,-0.03043687,0.01060406,-0.0173463,8.83809246,-0.03530676,0.00800864,0.01382135,9.33465188
462,5.31454614,-0.0459042,0.01529742,-2.61778464,4.62621753,-0.00631808,-0.04203709,-0.00172573,14.23243433
463,25.17617142,-0.04080098,0.24408626,0.01982537,6.24105057,0.01186845,-1.37208529,-0.00321542,5.72949862
465,6.55848601,0.06627566,0.03871333,-3.33694378,5.60713813,-0.08815505,-0.09023079,0.00327287,15.56975022
466,5.90258421,-0.12170639,0.04551375,-2.95973162,4.98045072,-0.83771323,0.02672771,0.2234009,15.5017792
467,10.26242239,-0.01222431,-0.00750623,-0.00230671,10.26367819,0.00207569,-0.00702856,0.012487,10.26301852
468,5.65179223,-0.0694186,0.0741264,-0.04076395,9.54081589,0.17842314,0.05071687,0.04927701,10.14710287
469,6.80740613,-0.02801198,-0.00243394,-3.55782528,5.9401527,0.07672118,0.0748254,0.24693034,24.64975039
470,9.23096133,0.02077544,-0.03051013,-0.04172841,9.23560664,-0.00223103,0.02364025,-0.00934543,9.24363005
471,26.05550477,-0.0120476,-0.03602905,0.00218826,6.4692078,0.01750297,-1.24111549,-0.01514722,5.93396458
472,9.56901979,0.00783077,-0.07819096,0.0023022,9.59167219,0.10223346,-0.06363075,0.10183573,9.50098083
473,9.39451772,0.08295207,0.06540437,0.03172265,9.36240867,0.05791151,-0.03560776,0.01876696,9.38914236
474,6.07084378,-0.05736049,-0.01698903,-2.90655064,5.16130503,0.18275202,-0.16901649,-0.09605149,14.5969642
475,5.07775116,0.04515328,-0.00262778,-2.57801658,4.37487159,-0.00361004,0.00638897,0.01764639,13.64083343
476,10.68905572,0.10474873,0.02323453,-0.00819761,9.38915567,-0.05412488,-0.02694333,-0.13396367,9.83962838
477,5.98834453,0.23189578,-0.31442231,-2.86576706,5.16928878,0.03788663,-0.32935111,0.17784356,14.58840501
478,6.2077746,0.04284451,-0.01417159,-3.12828207,5.35170747,0.0177441,0.04652177,-0.05018917,23.60713247
479,5.3876689,-0.10075269,-0.00901163,-0.11798772,9.34553803,0.04258934,0.02243654,-0.06442734,9.59131232
480,11.01152655,1.11444044,0.47271323,-3.22130218,4.48766164,-0.31127628,-0.69025277,0.51999393,14.62714662
481,6.25500143,0.00293625,-0.02407527,-3.13415972,5.41260171,0.01744199,0.08994681,-0.02214472,23.73548089
482,25.37653364,-0.02414228,0.29323086,0.00413649,6.42708668,0.01447202,-1.50047324,-0.00789865,5.92796495
483,5.23016024,0.00559551,0.0074904,-2.61958268,4.52569896,-0.01028472,-0.01945092,0.02000445,14.03252998
484,10.1249252,-0.03666732,-0.04728485,0.08945093,8.65821786,-0.04383838,-0.00448274,0.0230412,9.30508703
485,9.54970865,0.01919216,-0.06388415,-0.03866425,9.55383933,-0.04301907,0.01852603,-0.0568753,9.61294358
486,10.01474955,-0.09407871,-0.2537581,5.03166248,2.84564812,-0.12437508,-0.25132672,-0.02215344,14.20773403
487,25.6718009,0.02879995,0.10724964,0.0149372,6.383349,-0.01512828,-1.3538028,-0.01837095,5.84287241
488,10.184538,-0.01525819,-0.00214645,0.00732762,10.18238623,0.01079315,0.02453973,0.02356547,10.18884159
489,10.48121695,0.13372265,0.03630953,5.25005247,2.95915292,0.14125053,0.02329206,0.02347824,14.40872043
490,5.02597802,-0.00215157,-0.00124786,0.03471227,8.65795973,-0.0341926,0.01514576,-0.02484495,9.27782337
491,5.11437823,0.01280833,0.01601314,-2.56888934,4.42331562,-0.01581359,-0.04236,0.02550379,14.00169154
492,4.97720145,0.02789685,-0.00055421,-2.51261922,4.29609952,-0.00419604,0.00088911,0.0143313,13.4744637
493,9.65996488,0.04896173,-0.07077955,-0.04270575,9.63276143,-0.02053017,0.05255787,-0.0322654,9.65953205
494,4.93768861,0.01705768,0.00067717,-2.48360625,4.26745862,-0.00321502,-0.00362255,0.01012361,13.35993533
495,10.92922791,-0.06870256,-0.09670001,0.09847416,9.23968776,-0.05707677,-0.15219711,-0.14894071,9.91991738
496,5.11777617,0.04745447,0.00500113,-2.59982595,4.40799244,-0.01308245,-0.01479571,0.03266006,13.70732085
497,5.62577951,0.01511481,-0.00588125,-0.02605757,9.5478735,0.01036857,0.00981693,-0.05018132,10.15643767
498,10.19759221,0.01885888,0.01670469,0.04366094,8.82404118,-0.0463538,0.0492594,0.00193834,9.33896459
499,6.37708388,0.13618959,-0.11863911,-3.16716639,5.3913547,0.02918704,0.24284475,-0.03223406,25.64254855
500,25.14400487,0.02655944,0.31879753,0.00726082,6.25285407,-0.00509745,-1.39985964,-0.00927948,5.75265568
501,9.20758293,0.02847224,0.02457586,-0.01823955,9.20137555,-6.913e-05,-0.03421547,0.02509093,9.22472489
502,6.50478426,0.01802559,0.0209923,-3.26764557,5.62437376,-0.00821379,-0.05025008,-0.00743251,15.68554075
503,4.93510805,0.01630568,0.00733262,-2.48149774,4.26543787,-0.00997719,-0.02026859,0.02034504,13.40095263
504,4.87231325,0.01653635,0.00184031,-2.45044286,4.21111955,-0.00482714,-0.0063417,0.01267304,13.27079407
505,25.33127367,0.00439763,0.38825568,-0.00126369,6.2928022,-0.00308789,-1.42089659,0.00251138,5.77478517
506,11.29988194,0.07350344,-0.0923324,-0.01326974,9.63297113,0.03398956,-0.07992694,-0.01641501,10.1046104
507,9.38930001,0.03776146,0.01969604,-0.01693253,9.36858816,0.02380538,-0.0442387,0.03761178,9.35211666
508,4.91709718,0.01831821,0.00457792,-2.47439012,4.24908082,-0.00700763,-0.01299589,0.01495451,13.33156521
509,10.03687341,-0.00666786,-0.0411437,-0.02858363,8.65051314,-0.01512113,-0.01355406,-0.01244943,9.21434774
510,9.15739547,0.03927761,-0.00455136,-0.02453719,9.15491734,0.03765989,0.01221042,-0.01099516,9.16443684
511,25.35100083,-0.06933366,0.32886177,0.01688565,6.28582614,0.01125205,-1.3562748,-0.0092864,5.72793931
512,4.95618768,0.01992922,-0.00161353,-2.49500446,4.28189373,-0.00141709,0.00353152,0.00784489,13.43332834
513,5.85271357,0.02491644,0.01546505,-2.94856771,5.10086594,-0.03143965,-0.03673523,0.00214355,14.23284725
514,6.60605372,0.00368776,-0.02266507,-3.39831015,5.68720365,0.08188274,-0.04284396,-0.05042299,24.76821926
515,5.57307454,0.01954301,-0.08081512,-0.06167528,9.4625572,0.01768654,-0.05010857,-0.06774757,10.18443336
516,9.36076768,0.04523439,0.08074244,0.05390112,9.36971768,-0.00280331,0.0206736,-0.05602176,9.37560784
517,10.67942927,0.01996303,-0.17050661,5.30928679,3.07958308,0.00121992,0.4162932,-0.18222227,14.66885573
518,9.96352578,0.02127438,-0.62695976,4.98725771,2.959646,-0.23920021,-1.13046354,-0.16619515,13.84849996
519,10.7970797,-0.13426992,0.14825475,-0.00744653,9.13300464,0.12799995,-0.0173726,0.07452889,9.69261172
520,10.04334175,-0.01897539,-0.01682308,0.00160839,8.69412827,0.03030346,0.02451696,-0.00839459,9.25554511
521,25.35636249,0.01062336,0.25800491,-0.01246643,6.31393719,0.01330564,-1.37627573,-0.00249255,5.78338034
522,6.43185941,-0.07435963,0.03080355,-3.23926927,5.58058701,0.03981112,0.01270859,-0.09518585,24.16077957
523,5.93515963,-0.02484971,0.10444311,-2.93920453,5.15686315,-0.09669673,0.01952827,-0.03218483,14.31427717
524,25.69717787,0.11184456,0.05076646,-0.03154538,6.4070505,0.01926022,-1.2968165,-0.00112618,5.8590539
525,9.75125959,-0.04966015,-0.04823266,-0.03917287,9.70983965,0.11485508,0.00378574,0.01851721,9.80647905
526,10.50199067,1.12684306,0.51114175,-3.08733184,4.26077129,-0.27236088,-0.66823746,0.41996103,14.08305053
527,10.32580485,0.02611399,-0.05268473,5.17519736,3.07714782,-0.01095909,-0.26613476,-0.0596624,14.63221092
528,4.9371726,0.01523557,0.00616555,-2.48165989,4.26788736,-0.00788908,-0.01718499,0.0157706,13.37818364
529,9.28799665,-8.96e-05,0.00020296,0.00023888,9.29029965,-0.00381878,-7.059e-05,-0.00388335,9.29484733
530,4.83240881,0.00655333,0.00218655,-2.42196613,4.18196428,-0.00318047,-0.00737021,0.00691753,13.1722079
532,5.19520855,0.08976252,0.00786173,-2.67566807,4.45459367,-0.01747732,-0.02106226,0.04041681,13.89782507
533,25.74431418,0.04081729,0.19331169,-0.00209038,6.46598978,-0.02385548,-1.41431153,0.00056039,5.90979211
534,6.00177106,0.23834395,-0.16467671,-2.89760797,5.10900932,0.08529884,0.1878986,-0.01377454,14.97515489
535,9.45656696,-0.1392732,0.0006953,0.05859292,9.45525578,0.08809831,-0.01571401,-0.10741026,9.44915808
536,5.17719325,0.03859608,0.00237533,-2.62207529,4.46440231,-0.01100827,-0.00751074,0.03131652,13.85587096
537,5.26737323,0.02761029,0.00517033,-2.65712719,4.54719391,-0.0126854,-0.01426369,0.03124624,14.1622076
538,12.08195735,-0.04187824,-0.01987882,0.01011521,2.97565838,0.00184356,-1.36683699,0.00136405,5.5613819
539,10.13668349,0.04146771,-0.10174014,5.14962952,3.00434447,0.04465629,-0.84059358,-0.06560754,14.7629188
540,9.24786557,-0.01203918,-0.01399847,0.02144133,9.25187372,0.03465021,0.02527049,-0.02006547,9.25584975
541,10.10348037,-0.01268809,-0.11901895,5.11367127,2.99862154,0.03221815,-0.15514598,-0.17485337,14.46808528
542,10.48576458,-0.0515083,-0.01200094,0.12526031,9.00683698,-0.01918554,0.07075142,0.02315471,9.57817117
543,9.82816802,-0.07099959,-0.1660617,4.9321216,2.82223919,-0.06897422,-0.13281986,-0.03134526,13.82478069
544,9.37802906,-0.03911985,-0.02100149,0.08228141,9.38140331,-0.03087656,-0.04268978,0.0497416,9.39430263
545,10.54736605,0.0480677,0.14720318,5.243338,3.05861194,-0.00374365,-0.56536024,0.01512287,14.79731381
546,10.1410728,-0.05026873,-0.09482324,5.07662924,3.02031275,-0.00823086,-0.50731327,-0.13318932,14.78182245
547,9.19037884,-0.0056737,-0.0173497,-0.00922895,9.17718748,0.09594838,0.04299834,-0.05619462,9.18593778
548,25.09571307,0.0160528,0.3800071,0.06728468,6.59293064,0.03723986,-1.7406747,0.04323037,6.20099394
549,4.91507475,0.01273378,0.00416587,-2.46826377,4.2499323,-0.00578926,-0.01185513,0.01121019,13.34821618
550,10.30444018,0.07009598,0.04918912,0.00861853,8.85479007,-0.01249035,0.00937762,-0.07774073,9.47169706
551,6.88462916,-0.26673695,-0.03370088,-3.49786768,6.04389503,0.04587982,0.04323353,-0.03073035,24.56055745
552,5.44748829,-0.07435279,0.08007114,0.0126094,9.0286124,0.28251595,-0.05579293,0.06554425,9.82006589
553,25.76253634,0.01874363,0.1130656,-0.00978745,6.50402799,-0.00135234,-1.4729872,-0.00279858,5.99189543
554,9.9847053,0.2224465,-0.15561183,4.91008412,3.16047968,0.12356405,-0.58680175,0.27423849,15.85814433
555,10.77562608,0.09573431,0.02150447,0.08650443,9.2420291,-0.01204745,0.02689695,-0.05705189,9.89771661
556,10.34487976,0.03524789,0.06109956,5.17433005,2.98987846,0.07589375,0.54500127,0.01893665,14.71735773
557,5.55188447,0.03842339,-0.02059788,-0.06572179,9.58157484,0.10329767,0.03812559,-0.03981732,10.0227934
558,10.16586232,-0.00073923,-0.00856874,-0.0065354,10.17051281,0.02986753,-0.00641823,0.02611494,10.18415443
559,10.04424905,-0.05829597,0.12258786,5.04891571,2.87337513,0.05488901,-0.20077971,-0.09290488,14.08721993
560,5.8553177,-0.0035076,0.03787715,-2.96198537,5.01971539,-0.02610903,-0.05700401,0.04690192,13.87728246
561,4.9572993,0.02813751,0.00135178,-2.50280482,4.2787885,-0.00600187,-0.00411328,0.01688967,13.42138993
562,6.61422806,0.15681058,0.26502432,-3.04002651,5.3798118,-0.01477226,-0.12989259,-0.19258693,22.93858988
563,6.27466128,-0.03955776,-0.01173089,-3.10278048,5.45526248,0.01214745,0.04580061,-0.02818704,23.80338268
564,25.54932379,0.10422838,0.19957888,-0.01385977,6.33315658,-0.06167365,-1.32314657,0.03476956,5.78926293
565,9.36182674,-0.02181487,0.00529264,0.01253057,9.37759395,0.10394833,0.03334811,-0.0259172,9.41343321
566,6.28229155,0.00619092,-0.01338796,-3.14931889,5.44337819,0.01216784,0.05245852,-0.02723223,23.82564367
567,5.04202196,-0.00959409,0.01278422,-2.51315345,4.37196982,-0.01214212,-0.03428467,0.02020153,13.8682435
568,26.23880212,0.02572672,0.06249566,-0.00652264,6.49566938,0.00551653,-1.17161677,-0.00674971,5.9187588
569,9.98858522,0.04435694,-0.00054336,0.01377245,10.02189112,0.05406526,0.04447196,-0.06308566,9.98797361
570,26.53112383,-0.00889831,-0.00951003,0.00261401,6.6001747,-0.00423171,-1.27602243,0.00391535,6.01114497
571,10.32990063,0.01212751,0.03683543,5.14844965,3.06881329,0.052624,0.09700868,-0.07181781,14.83581508
572,5.41741254,-0.02899393,-0.19161538,-2.62549379,4.72278895,0.10383617,-1.11280371,0.1223424,14.51090602
573,4.99786772,-0.02643838,-0.01412609,-0.03458238,8.62813501,0.0903714,-0.04218197,0.01552751,9.29764054
574,5.03345051,0.01740624,0.00571115,-2.5313853,4.34954543,-0.01008432,-0.01566348,0.02285246,13.56466931
575,24.94356443,-0.00487315,0.51540381,-0.00107784,6.17884109,-0.01128669,-1.45478435,0.01928285,5.68244802
576,11.12556269,0.01934036,0.09455268,-0.05364901,9.42964983,0.09174101,-0.07899397,-0.08439015,10.09947689
577,6.66417478,0.18551252,0.06076249,-3.2407564,5.79008144,-0.02210567,-0.02016672,-0.00020597,24.14360022
578,12.4186315,-0.01120666,-0.02187703,0.00353719,3.06915302,-0.00092509,-1.36256417,0.00150155,5.68721566
579,12.29670642,0.02107553,-0.03071252,-0.00528989,3.03260755,-0.00582327,-1.35026032,0.00801002,5.63382729
580,9.59169032,-0.01045194,0.01152795,-0.10367644,9.60244593,-0.02813046,0.09597295,0.00433307,9.60966464
581,9.94982484,-0.04657043,-0.03527745,0.01831178,8.66456066,-0.03666228,-0.006841,0.03717694,9.19351357
582,5.9649037,0.11401046,0.01147347,-3.08255698,5.14479088,0.03166953,-0.02627683,0.03878177,14.35495142
583,9.5293003,-0.00866542,0.01621565,0.02911682,9.52988506,0.04729483,-0.0348108,-0.04796455,9.55268887
584,25.673061,-0.003671,0.226023,0.003066,6.446125,0.018786,-1.467851,-0.006314,5.902902
585,12.30309731,0.02033961,-0.00258041,-0.00489851,3.03228841,-0.00476473,-1.36043992,0.00639144,5.63302936
586,10.21613091,0.02650195,-0.00024025,0.00233829,10.2301608,-0.02228017,-0.00025463,-0.00830467,10.22627182
587,25.13425143,-0.02433435,0.34548756,0.02356133,6.28911115,-0.02939079,-1.45257914,-0.03689533,5.78710465
588,5.96884628,-0.06855603,-0.10162571,-2.92142943,5.17456722,-0.03269783,-0.05803466,0.04547281,14.35415953
589,10.39933522,0.22587425,-0.05088997,4.87461891,3.03705665,-0.24348481,-0.23767495,-0.16131472,14.7519892
590,4.9621912,0.03434706,-0.00127125,-2.51026335,4.27982219,-0.00458211,0.00205107,0.01605519,13.40150751
591,6.89662621,-0.17007636,-0.00625644,-3.44131824,6.06893704,0.00822941,-0.03750288,0.02061366,24.56782177
592,25.82374145,-0.0864422,0.11301032,0.0239875,6.42588924,-0.00701848,-1.27442324,0.01506782,5.86271349
593,25.40089484,-0.0998007,0.14276048,0.02651084,6.34511361,-0.00234486,-1.4779931,0.02063128,5.84185937
594,6.31949318,-0.03893498,-0.02226746,-3.13326636,5.49451363,0.01635639,0.0345525,-0.04365528,24.6090029
595,5.50203066,-0.02423671,0.02485217,-0.06583048,9.41038937,-0.01630969,-0.03156345,0.02555167,10.10890774
596,4.97669039,0.02576304,-0.00014447,-2.51014898,4.29639523,-0.00456468,-0.00032484,0.01395772,13.47835085
597,10.04720944,0.02506544,-0.50854691,5.10168105,2.96771617,0.11949075,-0.12114066,0.03263865,14.30407956
598,26.06496654,-0.01481933,0.066437,0.01605755,6.56587448,-0.00541737,-1.51088186,0.00430635,6.05765892
599,6.31528082,0.0388458,-0.01006139,-3.19294543,5.45077942,0.01221227,0.03849589,-0.02852856,23.90975554
600,5.84828216,0.03714545,-0.02380969,-2.95657318,5.04383987,-0.01017925,0.05803628,-0.03414537,13.86768309
601,10.15138803,-0.03060219,-0.01503097,0.00879906,10.17957008,0.01619387,-0.01186865,-0.02551879,10.18053642
602,10.11910286,0.03808234,-0.05425539,0.04679158,10.0948686,-0.02616699,-0.06630969,-0.04891775,10.09747661
603,9.7003192,-0.19779757,-0.6336472,4.93346339,2.74734605,-0.10708839,-0.20259892,0.0617365,13.86160592
604,25.64682422,-0.0481509,0.22226028,0.02167228,6.35877901,0.00646305,-1.32402974,-0.01092034,5.84783327
605,4.95749213,0.01075533,-0.0033844,-2.48776835,4.28744397,0.00177545,0.00861246,-0.00034189,13.42140805
606,6.56753047,-0.00467821,-0.00308203,-3.23829791,5.62503638,0.00757919,-0.01459634,-0.05991824,24.23506854
607,9.2127387,0.03148337,-0.03856284,-0.02723066,9.20386869,0.00113965,0.03415259,-0.01472798,9.21609421
608,5.78477051,0.12470152,0.15429622,-2.91480215,5.42366301,-0.1645778,-0.34668306,0.08892232,14.30371412
609,10.58321327,1.20309425,0.53282425,-3.13450713,4.27487333,-0.28479522,-0.66617728,0.45913109,14.19843133
610,9.48920446,-0.07109175,-0.03595653,-0.03819339,9.57695219,0.08026691,-0.10615089,0.02927554,9.48831267
611,6.20215386,-0.02026958,-0.01443687,-3.09002312,5.38253102,0.01347279,0.05870428,-0.02833154,23.59758444
612,6.6302284,0.03700915,-0.02662945,-3.19273433,5.65975496,-0.00635194,-0.03957635,-0.03321964,23.97399509
613,12.36573744,0.04547588,0.03015581,-0.01183389,3.13854993,0.01378031,-1.52382529,-0.03179163,5.94296662
614,25.45210743,-0.07593256,0.37429516,0.0306797,6.29934236,0.00891207,-1.36842952,-0.00222138,5.76458414
615,9.95861898,-0.03007523,0.01518751,0.02974746,9.9842093,0.04557247,0.02154126,-0.00796862,9.94876669
616,5.84139677,-0.01382822,0.06199885,-2.92155985,5.05863613,-0.06396701,0.18649259,-0.10083781,13.67947441
617,10.73808023,-0.00745041,-0.25948879,0.01533111,9.15577748,0.01005248,-0.1046271,0.12760291,9.88101775
618,4.95660786,0.0203393,-0.00168326,-2.49552407,4.28166438,-0.00093997,0.00403023,0.00546906,13.43286991
619,4.96457323,0.02565403,-0.00576036,-2.50440609,4.28670361,0.00230792,0.01145056,0.00412653,13.4052313
620,5.94017592,0.10971117,0.67470992,-2.97817782,5.12812145,-0.52200298,-0.19361985,-0.06048739,14.71103007
621,25.52978164,-0.02855452,0.17132145,0.01430935,6.35029034,0.02525819,-1.34977709,-0.0230494,5.78065093
622,9.46643147,-0.04184839,0.09183084,-0.04639988,9.45973748,-0.03161408,0.08895254,-0.00824817,9.4810082
623,9.74410727,0.01006734,0.03935719,-0.02153988,9.77131688,0.10363244,0.01351798,-0.04559528,9.72927376
624,24.89794866,-0.06628104,0.33231928,0.03120383,6.17717457,0.00482721,-1.43730372,0.00478725,5.66472133
625,9.22421588,0.00480162,-0.00172356,0.02003026,9.2429857,0.01831257,0.01426587,-0.01466193,9.24363622
626,23.21312572,0.04748317,0.9784419,-0.07902892,6.33657853,0.20005731,-2.17794662,0.46553629,6.36068325
627,10.76121659,0.05884205,0.11942901,-0.19712462,9.37388835,0.01889348,-0.0902396,-0.03151624,9.77109622
628,23.98921264,-0.00614295,0.57502996,0.00147837,5.91007928,0.00023139,-1.51889671,-8.852e-05,5.49460631
629,9.10189158,-0.02269051,-0.03020245,0.00816158,9.10291036,0.01258436,0.01633421,0.03218355,9.08795971
630,10.17515877,-0.33956757,0.07406675,5.07320432,2.87663602,0.01402117,-0.87327255,-0.0189024,15.09873549
631,4.94153945,-0.00319139,0.00408605,-2.46802535,4.28096938,-0.00349243,-0.01259576,0.00361974,13.4514162
632,5.31403698,0.03894998,-0.00128487,-2.69074563,4.58233355,-0.00650368,0.0029911,0.02279979,14.01439042
633,25.53797887,0.0145141,0.14492397,-0.00533507,6.34501811,-0.00959002,-1.29109685,0.00633565,5.80738398
634,10.13343983,0.08385883,0.73769112,4.99835866,3.14095499,0.30893828,1.06098985,0.18929156,14.94545022
635,9.26176686,0.00797735,-0.08259223,0.01854342,9.25411637,0.04367048,0.07481045,0.04351423,9.26466001
636,9.83892065,-0.03291421,-0.04069308,0.023026,8.48669678,-0.02558647,0.0431183,0.0442535,9.07441155
637,6.67012,0.051772,0.014627,-3.383618,5.750947,0.005425,-0.069723,-0.061043,24.352965
638,10.11229153,-0.10853954,0.15780021,5.04963847,2.94741223,0.05248447,0.03190957,-0.02982945,14.54423102
639,6.58630116,0.11965832,0.04029772,-3.02904417,5.48146478,-0.04935809,-0.13710663,-2.361e-05,24.56778602
640,6.7260563,-0.02332028,0.00644364,-3.33218764,5.82741907,-0.00318515,-0.0004638,0.01391303,24.4169299
641,10.06262409,-0.01071167,0.02754423,-0.00479965,10.08630128,0.00149563,0.01977511,-0.01550569,10.03786755
642,6.55964097,0.01201557,0.00697655,-3.30620705,5.67169847,-0.01510489,0.01298191,0.00606455,24.17247234
643,26.74226007,0.06136608,-0.05147638,-0.01353269,6.68652685,0.00336264,-1.29110087,-0.00719014,6.0741657
644,6.55140911,-0.00819258,0.00494449,-3.23456595,5.68439684,-0.00144926,-0.05256237,-0.00829052,24.18649191
645,9.65631102,0.14744813,0.01494322,-0.01564692,9.67691303,-0.04888805,0.0116969,-0.01083455,9.64947964
646,6.19802701,-0.04609957,-0.16002929,-3.0603882,5.35365404,0.09731858,-0.20966225,0.11774673,14.24323094
647,6.49417435,-0.01579044,-0.00609696,-3.19061744,5.55586111,0.00973932,0.03590928,-0.06084863,24.34173312
648,9.94841934,-0.05049363,-0.02707827,0.01593279,8.57016615,0.03541377,0.02290191,0.02015918,9.20289903
649,9.52248053,0.0866509,0.06061528,0.0203155,9.53487495,0.03978929,0.14284607,-0.04146243,9.51823023
650,4.89486198,0.0229558,0.00067004,-2.46743503,4.22762175,-0.00388123,-0.00296896,0.01227502,13.29872077
651,9.85463339,0.02182494,-0.02692975,-0.00463211,8.4809136,0.00508821,0.00728592,0.00940618,9.06289434
652,10.37486123,-0.01511623,0.15788022,-0.10820649,9.07869136,0.07587816,0.02379163,0.04206454,9.51706913
653,24.85039225,0.06694795,0.4228269,-0.01866962,6.1541224,0.01532084,-1.49483811,-0.01865366,5.67974666
654,9.58487132,0.0239541,0.04396562,-0.06837982,9.58991038,0.01646456,-0.07322517,-0.0052597,9.58432492
655,10.48231697,-0.19743678,-0.06842787,5.30824837,2.95519604,-0.00760597,-0.0583127,-0.05203316,14.68369933
656,10.34183681,-0.05320004,0.07466552,-0.05249439,8.80839326,0.15522576,0.03661244,0.06757203,9.61940327
657,5.28778832,0.04493803,0.00759086,-2.68261784,4.55671016,-0.01588851,-0.02090985,0.03771978,14.1145183
658,9.37430178,-0.0044025,0.07529869,0.00717911,9.46156656,0.01936598,-0.08476214,-0.0680039,9.38901499
659,25.52856301,0.03983451,0.13506079,-0.00777232,6.35582555,0.00988889,-1.25538144,-0.00412685,5.80653603
660,10.00793727,-0.02342842,0.04893428,0.02388737,9.99092449,0.00174035,0.08272721,0.01024348,10.00389378
661,3.24458185,0.00072048,0.00547095,-1.62142789,2.81050663,-0.00540457,-0.01911755,0.01096293,12.10803885
662,24.5220161,0.06600269,0.45121068,-0.01843573,6.07730562,-0.00590094,-1.48304815,-0.0071719,5.61567854
663,24.84650403,0.00352,0.41528299,-0.00021621,6.14662558,0.02310209,-1.46795632,-0.02145209,5.65892156
664,9.67016615,0.11821523,-0.03516746,-0.07584622,9.5791902,-0.06137321,0.07926687,0.01620309,9.51611917
665,10.0890808,-0.08547955,-0.08190331,0.01574833,8.62608113,0.02843642,-0.02339583,-0.0066493,9.29476859
666,6.69095241,0.01025296,0.00394169,-3.35435684,5.78895743,-0.00220102,-0.01501619,0.00240373,24.32598445
667,6.27686559,0.00729249,-0.01293816,-3.13223931,5.42685452,0.00860795,0.04940124,-0.00898077,23.80457444
668,9.32552276,0.00100605,0.00395705,-0.00132552,9.32725775,-0.08692188,-0.003756,-0.09335026,9.34775466
669,9.24593758,0.01425352,0.00951627,-0.02553208,9.2522302,0.03464245,-0.01952514,-0.03574355,9.2575165
670,9.23442386,0.00140385,0.01456126,-0.00462316,9.24392967,0.02543579,-0.00103211,-0.02106676,9.23319311
671,5.70410473,-0.01768412,-0.04187721,-2.83660744,4.94879913,0.04793398,0.09968619,-0.07447053,13.60747067
672,26.53139193,0.008817,0.00694772,-0.00262416,6.60020369,0.00435533,-1.27984711,-0.00408832,6.01034186
673,5.05526324,0.02400506,-0.00613353,-2.54842778,4.36628983,0.00341186,0.01892972,-0.00061744,13.56296966
674,11.16035095,0.0568419,0.12543624,0.0355012,9.51518614,0.09401917,0.00212843,-0.1056254,10.12999896
675,6.50218393,0.04127485,-0.02700691,-3.40247003,5.70975705,-0.08489449,-0.05567972,0.09829624,24.91407616
676,12.14538515,0.05269362,0.030536,-0.01335855,2.98910124,-0.00771502,-1.39839965,0.00934251,5.57849441
677,10.00958778,-0.04347646,-0.63037337,5.11293784,2.86665887,-0.09880403,-0.90900639,-0.15430816,14.56203656
678,4.93777625,0.01864206,-0.00489432,-2.48467622,4.26623636,0.00199885,0.01264018,0.00143844,13.37944883
679,4.89870335,0.01954414,0.00617295,-2.46600397,4.23263064,-0.00960581,-0.01515714,0.01815538,13.3064314
680,6.21899196,0.02558016,-0.02235707,-3.13737807,5.38155969,0.02968014,0.08016614,-0.06858841,23.60747819
681,5.12644782,0.01673582,-0.00131013,-2.57741794,4.43091861,-0.00249314,0.00357733,0.00939254,13.81237174
682,10.19154571,-0.0862539,-0.26995324,5.12166193,2.87614012,-0.10182234,-0.47227802,-0.15743731,14.43925315
683,6.82340928,4.725e-05,-0.01616807,-3.29775068,5.83884974,0.03792515,0.0077442,-0.17794837,24.73544603
684,6.9918895,-0.09803251,-0.1343958,-3.46256301,5.69812744,0.11726891,-0.29012678,-0.04113672,24.0924608
