id,relaxation_step_number,xx,yy,zz,xy,xz,yz,pressure
202,20,0.00018678,-0.00006508,-0.00007502,-0.00003273,-0.00005189,0.00003049,-0.00001556
202,21,0.00018736,-0.00006447,-0.00007553,-0.00003353,-0.00005195,0.00003214,-0.00001578
202,22,0.00015711,-0.00004660,-0.00007019,-0.00002521,-0.00004423,0.00003359,-0.00001344
202,23,0.00012846,-0.00004014,-0.00006265,-0.00001877,-0.00003658,0.00002918,-0.00000856
202,24,0.00010710,-0.00003761,-0.00005299,-0.00001293,-0.00002750,0.00002402,-0.00000550
202,25,0.00009051,-0.00003867,-0.00004785,-0.00000668,-0.00002176,0.00002139,-0.00000133
202,26,0.00007383,-0.00003823,-0.00004519,0.00000259,-0.00001672,0.00002052,0.00000320
202,27,0.00006146,-0.00003281,-0.00004530,0.00001019,-0.00001402,0.00002254,0.00000555
203,0,0.00015244,0.00007234,0.00019225,-0.00000586,-0.00001292,0.00002428,-0.00013901
203,1,0.00000793,-0.00007099,0.00003482,-0.00001004,-0.00001457,0.00002593,0.00000941
203,2,0.00010191,0.00002421,0.00013738,-0.00000797,-0.00001416,0.00002598,-0.00008783
204,0,0.00005215,0.00027019,-0.00070639,-0.00006378,-0.00005184,0.00002634,0.00012802
204,1,-0.00024331,-0.00023623,-0.00081239,0.00004367,-0.00002629,0.00003969,0.00043064
204,2,0.00002856,0.00034326,-0.00064649,0.00004135,-0.00003250,0.00003467,0.00009156
204,3,0.00002040,-0.00003980,-0.00070250,-0.00007247,-0.00005131,-0.00000906,0.00024063
204,4,-0.00015013,0.00006249,-0.00069761,0.00001770,-0.00007322,0.00000372,0.00026175
204,5,0.00016360,0.00033280,-0.00053263,0.00006790,-0.00002950,0.00005903,0.00001208
204,6,0.00000430,0.00017111,-0.00062377,-0.00001637,-0.00003532,0.00001189,0.00014945
204,7,0.00008603,0.00012839,-0.00058554,0.00004753,-0.00006384,-0.00001122,0.00012370
204,8,0.00001431,0.00008342,-0.00057772,0.00003393,-0.00003371,0.00002647,0.00016000
204,9,-0.00001273,0.00013430,-0.00053125,0.00001133,-0.00003450,-0.00002092,0.00013656
204,10,-0.00001345,0.00001693,-0.00046987,0.00003549,-0.00002912,-0.00001167,0.00015547
204,11,-0.00000656,-0.00006847,-0.00042255,0.00004848,-0.00002488,-0.00002754,0.00016586
204,12,0.00003854,-0.00011626,-0.00033840,0.00008134,-0.00005251,-0.00004825,0.00013870
204,13,0.00003355,-0.00008733,-0.00032160,0.00005811,-0.00004455,-0.00003994,0.00012513
204,14,-0.00000555,-0.00005647,-0.00030906,0.00005738,-0.00001676,-0.00003430,0.00012370
204,15,0.00000292,-0.00002599,-0.00025559,0.00003488,-0.00002125,-0.00001636,0.00009289
204,16,0.00000922,-0.00001736,-0.00018932,0.00001925,-0.00001845,-0.00000192,0.00006582
204,17,0.00001135,-0.00001048,-0.00012035,0.00000177,-0.00000945,0.00001030,0.00003983
204,18,0.00001305,-0.00000828,-0.00008102,-0.00000756,0.00000123,0.00001524,0.00002542
205,0,0.01816325,0.01533462,0.01237412,0.00018857,-0.00047896,-0.00012108,-0.01529066
205,1,0.00637689,0.00586003,0.00346163,0.00023818,0.00033459,0.00021226,-0.00523285
205,2,0.00143929,0.00245246,0.00025622,0.00057924,0.00069175,0.00039393,-0.00138266
205,3,0.00017027,0.00104457,-0.00040344,0.00054227,0.00047955,0.00034600,-0.00027046
205,4,-0.00031362,0.00042318,-0.00044735,0.00034449,0.00011259,0.00023532,0.00011259
205,5,-0.00004261,0.00032396,-0.00026731,0.00016919,-0.00004958,0.00018079,-0.00000468
205,6,0.00024854,0.00042104,-0.00017552,-0.00001579,-0.00013379,0.00012926,-0.00016469
205,7,0.00033505,0.00033576,-0.00026356,-0.00011792,-0.00013255,0.00009702,-0.00013575
205,8,0.00023594,0.00018817,-0.00045619,-0.00015660,-0.00010209,0.00007109,0.00001069
205,9,0.00009047,0.00000911,-0.00060009,-0.00013578,-0.00007340,0.00005603,0.00016684
205,10,-0.00001998,-0.00008587,-0.00062963,-0.00009517,-0.00006476,0.00004176,0.00024516
205,11,-0.00002986,-0.00008067,-0.00053127,-0.00006626,-0.00006673,0.00002426,0.00021393
205,12,0.00002393,0.00000895,-0.00036023,-0.00006363,-0.00007520,0.00000354,0.00010912
205,13,0.00008120,0.00009925,-0.00021649,-0.00007687,-0.00006994,-0.00001852,0.00001201
205,14,0.00009637,0.00015522,-0.00012376,-0.00008846,-0.00005481,-0.00003918,-0.00004261
205,15,0.00006121,0.00015012,-0.00009228,-0.00008441,-0.00003560,-0.00005362,-0.00003968
205,16,0.00000284,0.00010680,-0.00008986,-0.00006575,-0.00002307,-0.00006142,-0.00000659
205,17,-0.00004513,0.00006112,-0.00008780,-0.00004210,-0.00001937,-0.00006277,0.00002394
205,18,-0.00006988,0.00003039,-0.00006762,-0.00001982,-0.00002448,-0.00005936,0.00003570
205,19,-0.00007195,0.00001975,-0.00003127,-0.00000503,-0.00003525,-0.00005435,0.00002782
205,20,-0.00006003,0.00002783,0.00000609,-0.00000030,-0.00004655,-0.00004917,0.00000870
205,21,-0.00004762,0.00003988,0.00003366,-0.00000077,-0.00005491,-0.00004428,-0.00000864
206,0,0.00007362,0.00011107,0.00016227,-0.00001248,0.00003176,-0.00001690,-0.00011565
206,1,-0.00005592,-0.00002073,0.00004657,-0.00001027,0.00002970,-0.00001545,0.00001003
206,2,0.00003316,0.00006704,0.00012029,-0.00001406,0.00003373,-0.00001170,-0.00007350
207,0,0.01571517,0.01555067,0.00730956,-0.00005682,0.00006851,-0.00000236,-0.01285847
207,1,-0.01546051,-0.02370315,-0.00739560,-0.00769324,-0.00019318,0.00031362,0.01551975
207,2,0.00712665,0.00560048,0.00297763,-0.00115396,-0.00013880,0.00008699,-0.00523492
207,3,0.00471602,0.00112305,0.00158554,-0.00313905,-0.00019087,0.00038296,-0.00247487
207,4,0.00211942,0.00010531,0.00084043,-0.00193941,-0.00029673,0.00007611,-0.00102172
207,5,0.00210838,0.00017179,0.00048843,-0.00098777,-0.00039649,0.00020693,-0.00092287
207,6,0.00059519,0.00091392,0.00014719,-0.00077597,-0.00054702,0.00007349,-0.00055210
207,7,0.00072194,-0.00014149,0.00003754,-0.00032676,-0.00040087,0.00004497,-0.00020600
207,8,0.00044338,-0.00016589,-0.00002345,-0.00038440,-0.00032066,0.00018918,-0.00008468
207,9,0.00027376,-0.00003947,-0.00010072,-0.00022179,-0.00032157,0.00016150,-0.00004452
207,10,0.00004032,0.00008698,-0.00009638,-0.00006656,-0.00021730,0.00003891,-0.00001031
207,11,-0.00004465,0.00003781,-0.00006425,-0.00000641,-0.00015289,0.00006493,0.00002369
207,12,-0.00004098,-0.00001192,-0.00005469,0.00001249,-0.00010635,0.00002440,0.00003586
208,0,0.01357767,0.02009478,0.01414110,0.00018917,0.00115568,0.00009810,-0.01593785
208,1,0.00643227,0.00979695,0.00606946,0.00024852,-0.00016750,-0.00006893,-0.00743289
208,2,0.00216548,0.00450682,0.00163861,0.00053543,-0.00044531,-0.00044936,-0.00277030
208,3,0.00097834,0.00250228,0.00016747,0.00054996,-0.00051614,-0.00033834,-0.00121603
208,4,0.00030107,0.00135370,-0.00036610,0.00061750,-0.00041705,-0.00017018,-0.00042956
208,5,0.00028199,0.00094342,-0.00018967,0.00050946,-0.00025693,-0.00014031,-0.00034525
208,6,0.00025170,0.00060852,0.00010695,0.00040915,-0.00009580,-0.00008822,-0.00032239
208,7,0.00012092,0.00061054,0.00025882,0.00033968,0.00002004,-0.00006395,-0.00033009
208,8,-0.00005447,0.00047929,0.00020203,0.00027396,0.00004447,-0.00001998,-0.00020895
208,9,-0.00016449,0.00025655,0.00006185,0.00020567,0.00002383,-0.00000332,-0.00005131
208,10,-0.00018602,0.00005575,-0.00005538,0.00015402,-0.00001033,0.00000898,0.00006188
208,11,-0.00014145,-0.00004435,-0.00008660,0.00010860,-0.00002980,0.00001816,0.00009080
208,12,-0.00007635,-0.00007955,-0.00007062,0.00006885,-0.00003595,0.00003036,0.00007551
208,13,-0.00002296,-0.00006529,-0.00003430,0.00003943,-0.00002694,0.00004194,0.00004085
208,14,0.00000157,-0.00003768,-0.00000417,0.00001932,-0.00001166,0.00005112,0.00001343
208,15,-0.00000105,-0.00002243,0.00000821,0.00001031,-0.00000052,0.00005134,0.00000509
208,16,-0.00001544,-0.00002214,0.00000796,0.00000833,0.00000599,0.00004562,0.00000987
209,0,-0.00005019,-0.00007893,-0.00039953,0.00001943,-0.00006643,-0.00001358,0.00017621
209,1,0.00032033,0.00084969,-0.00009255,-0.00001960,-0.00013610,-0.00001988,-0.00035916
209,2,0.00001043,0.00002883,-0.00032307,0.00002895,-0.00008031,-0.00000976,0.00009460
209,3,0.00009601,0.00011582,-0.00021595,-0.00006778,-0.00008783,-0.00007772,0.00000137
209,4,0.00005177,0.00007619,-0.00022026,0.00005098,-0.00007956,-0.00004975,0.00003077
209,5,0.00007194,-0.00000517,-0.00021191,-0.00005184,-0.00009272,0.00007614,0.00004838
209,6,0.00004855,0.00002177,-0.00021181,0.00000875,-0.00007448,-0.00003491,0.00004716
210,0,0.01832175,0.01843228,0.00841039,-0.00011739,-0.00012941,-0.00006749,-0.01505481
210,1,0.00800292,0.00762773,0.00342945,-0.00149617,-0.00022379,0.00081818,-0.00635336
210,2,0.00496164,0.00573899,0.00346982,-0.00117110,0.00006147,0.00071398,-0.00472348
210,3,0.00348445,0.00434342,0.00304670,-0.00100198,0.00003975,0.00051555,-0.00362486
210,4,0.00185248,0.00195295,0.00152268,-0.00111068,0.00006048,0.00036585,-0.00177604
210,5,0.00096415,0.00046639,0.00033291,-0.00103329,-0.00006541,0.00010226,-0.00058781
210,6,0.00048203,0.00010406,0.00002276,-0.00087839,-0.00011408,0.00000386,-0.00020295
210,7,0.00035171,0.00013940,0.00030138,-0.00077890,-0.00010143,0.00003145,-0.00026416
210,8,0.00025304,0.00019426,0.00047470,-0.00063759,-0.00006535,0.00001877,-0.00030733
210,9,0.00022750,0.00015723,0.00051598,-0.00051932,-0.00004218,0.00002131,-0.00030024
210,10,0.00020520,-0.00001457,0.00035913,-0.00042450,-0.00001567,0.00001830,-0.00018325
210,11,0.00014297,-0.00009120,0.00021484,-0.00030674,-0.00001331,0.00002059,-0.00008887
210,12,0.00010653,-0.00017334,0.00007227,-0.00017006,0.00000119,0.00002452,-0.00000182
210,13,0.00008439,-0.00010851,0.00007332,-0.00008211,-0.00000379,0.00002913,-0.00001640
210,14,0.00007308,-0.00004459,0.00009171,-0.00003860,-0.00000397,0.00002833,-0.00004007
210,15,0.00007061,-0.00003205,0.00008956,-0.00002676,-0.00000052,0.00002480,-0.00004270
210,16,0.00005871,-0.00001716,0.00006523,-0.00001488,-0.00000196,0.00001639,-0.00003560
211,0,0.01926129,0.01894456,0.00489361,-0.00009083,-0.00012916,-0.00000447,-0.01436649
211,1,0.00867165,0.00785129,0.00017417,-0.00081911,-0.00040376,-0.00000414,-0.00556570
211,2,0.00307667,0.00291164,-0.00119821,-0.00088098,-0.00018452,0.00020567,-0.00159670
211,3,0.00115343,0.00027812,-0.00149817,-0.00102139,-0.00009360,0.00033053,0.00002221
211,4,0.00183941,0.00081916,-0.00187809,-0.00110731,0.00004620,0.00034427,-0.00026016
211,5,0.00156124,0.00076162,-0.00194807,-0.00119764,0.00001037,0.00028788,-0.00012493
211,6,0.00094525,0.00012487,-0.00195339,-0.00113277,0.00002954,0.00018248,0.00029442
211,7,0.00050484,-0.00023723,-0.00179573,-0.00099108,0.00006816,0.00009458,0.00050937
211,8,0.00027292,-0.00041371,-0.00145913,-0.00081743,0.00007852,-0.00002105,0.00053331
211,9,0.00000459,-0.00048895,-0.00100076,-0.00064900,0.00015743,-0.00009577,0.00049504
211,10,-0.00017613,-0.00039003,-0.00078575,-0.00038182,0.00020053,-0.00014619,0.00045064
211,11,-0.00011187,-0.00034606,-0.00055357,-0.00014236,0.00021192,-0.00022099,0.00033717
211,12,0.00003424,-0.00013315,-0.00041038,-0.00020251,0.00014948,-0.00014068,0.00016976
211,13,0.00016875,-0.00003941,-0.00028791,-0.00014685,0.00010423,-0.00010366,0.00005286
211,14,0.00011566,0.00001617,-0.00015605,-0.00005632,0.00005957,-0.00007651,0.00000807
211,15,0.00006910,-0.00000826,-0.00002087,-0.00000308,0.00003244,-0.00005816,-0.00001332
211,16,0.00002940,-0.00001668,0.00004848,0.00002486,0.00001098,-0.00002895,-0.00002040
211,17,-0.00000591,0.00000302,0.00005362,0.00002419,-0.00000487,-0.00001039,-0.00001691
211,18,-0.00002594,0.00000779,0.00002836,0.00000985,-0.00001154,0.00000192,-0.00000340
212,0,0.01379467,0.01937850,0.01383442,-0.00006718,0.00147635,-0.00012030,-0.01566920
212,1,0.00547746,0.00866356,0.00349203,-0.00091857,-0.00103986,-0.00076722,-0.00587768
212,2,0.00291566,0.00384080,0.00103106,-0.00059664,-0.00144761,-0.00107780,-0.00259584
212,3,0.00112068,0.00242634,0.00005191,-0.00040913,-0.00119776,-0.00087734,-0.00119964
212,4,0.00036264,0.00155733,0.00004817,-0.00026728,-0.00068694,-0.00065042,-0.00065605
212,5,0.00019211,0.00094572,0.00019192,-0.00005046,-0.00021331,-0.00034944,-0.00044325
212,6,0.00024865,0.00071309,0.00019036,-0.00001057,0.00006860,-0.00027792,-0.00038403
212,7,0.00019277,0.00042296,0.00008992,0.00007045,0.00016047,-0.00012327,-0.00023522
212,8,0.00015502,0.00031043,0.00000370,0.00007791,0.00010002,-0.00012137,-0.00015638
212,9,0.00004127,0.00014921,-0.00005039,0.00008268,0.00001654,-0.00010325,-0.00004670
212,10,0.00000267,0.00008151,-0.00004684,0.00008411,-0.00001657,-0.00008611,-0.00001245
212,11,-0.00001091,0.00004606,-0.00001768,0.00008532,-0.00002419,-0.00006354,-0.00000582
212,12,-0.00000306,0.00003141,-0.00000465,0.00008197,-0.00001632,-0.00004841,-0.00000790
212,13,0.00000743,0.00002166,-0.00000388,0.00007235,-0.00000502,-0.00003822,-0.00000840
213,0,0.00002380,0.00003159,0.00000257,0.00003675,0.00000218,-0.00001098,-0.00001932
213,1,-0.00002339,-0.00005005,-0.00007517,0.00003569,0.00000436,-0.00001003,0.00004953
213,2,0.00002732,0.00006813,0.00003977,0.00002998,0.00000404,-0.00000552,-0.00004507
213,3,0.00001105,-0.00004151,0.00000849,0.00002279,-0.00000293,-0.00000855,0.00000732
213,4,0.00005156,0.00010970,0.00000646,0.00002029,0.00000528,-0.00000495,-0.00005591
213,5,0.00000585,-0.00000126,-0.00000784,0.00002806,0.00000586,-0.00000652,0.00000108
213,6,0.00001035,0.00000779,-0.00001972,0.00001797,-0.00000053,-0.00000591,0.00000053
213,7,0.00001433,0.00000095,-0.00000943,0.00001883,0.00000199,-0.00000552,-0.00000195
214,0,0.00034281,0.00039920,-0.00118681,0.00002473,0.00011721,-0.00007948,0.00014826
214,1,0.00049588,0.00032019,-0.00051159,0.00009671,0.00010606,0.00001821,-0.00010149
214,2,0.00048577,0.00027822,-0.00018715,0.00008331,0.00008047,0.00006911,-0.00019228
214,3,0.00036184,0.00012524,0.00004825,0.00007774,0.00004818,0.00007942,-0.00017845
214,4,0.00024013,0.00000666,0.00010239,0.00006018,0.00003057,0.00005739,-0.00011639
214,5,0.00016569,-0.00006333,0.00006170,0.00005369,0.00002771,0.00002700,-0.00005468
214,6,0.00013929,-0.00007754,0.00000673,0.00005341,0.00003325,0.00001106,-0.00002283
214,7,0.00014973,-0.00006143,-0.00001355,0.00006100,0.00004319,0.00000859,-0.00002491
214,8,0.00016660,-0.00003263,-0.00000092,0.00005993,0.00005187,0.00002103,-0.00004435
214,9,0.00017474,-0.00001980,0.00003934,0.00006772,0.00004822,0.00002526,-0.00006476
214,10,0.00016658,-0.00001112,0.00009089,0.00006476,0.00004577,0.00002681,-0.00008212
214,11,0.00014752,-0.00001050,0.00010381,0.00005573,0.00003983,0.00001869,-0.00008028
214,12,0.00010969,-0.00001306,0.00008882,0.00004357,0.00004721,0.00000202,-0.00006182
215,0,-0.00000451,0.00002078,0.00003298,-0.00003225,-0.00003495,0.00000199,-0.00001642
216,0,0.01374660,0.01378968,0.01363237,0.00004792,0.00011329,0.00003940,-0.01372288
216,1,0.00389167,0.00328544,0.00437989,0.00064608,-0.00024761,-0.00017922,-0.00385233
216,2,-0.00211086,-0.00256291,-0.00291329,0.00043711,0.00018009,0.00058535,0.00252902
216,3,-0.00030530,-0.00109674,-0.00095540,-0.00008100,-0.00004996,-0.00013927,0.00078581
216,4,0.00181668,0.00149419,0.00102607,0.00033532,0.00026185,-0.00019697,-0.00144565
216,5,0.00053693,0.00016525,-0.00015536,0.00021195,0.00003006,-0.00010299,-0.00018227
216,6,0.00004439,-0.00036915,-0.00027845,0.00011495,0.00012244,-0.00000326,0.00020107
216,7,0.00039676,0.00003853,0.00017347,0.00010043,0.00002068,-0.00011580,-0.00020292
216,8,0.00040316,0.00020749,0.00029515,0.00013494,0.00002889,-0.00010516,-0.00030193
216,9,0.00020825,0.00002606,0.00013344,0.00009040,0.00005401,-0.00005154,-0.00012258
216,10,0.00010216,-0.00007501,0.00002761,0.00008796,0.00002492,-0.00006540,-0.00001825
216,11,0.00011176,-0.00001925,0.00002678,0.00007053,0.00003027,-0.00006061,-0.00003976
216,12,0.00009835,0.00002797,0.00005463,0.00005653,0.00002551,-0.00006671,-0.00006031
216,13,0.00004180,0.00002210,0.00001502,0.00004567,0.00001325,-0.00004215,-0.00002631
216,14,-0.00001591,-0.00002700,-0.00004017,0.00001535,0.00001728,-0.00003749,0.00002769
216,15,-0.00001802,-0.00003597,-0.00005377,0.00002512,0.00001074,-0.00003986,0.00003592
217,0,0.00005752,-0.00006736,0.00001922,-0.00001093,-0.00000391,-0.00002447,-0.00000313
218,0,0.01660674,0.01440222,0.01212512,0.00019963,0.00014364,0.00001327,-0.01437803
218,1,0.00694128,0.00525215,0.00434213,0.00049292,-0.00012112,-0.00000318,-0.00551185
218,2,0.00282828,0.00123818,-0.00033479,0.00051181,0.00020997,0.00002710,-0.00124389
218,3,0.00182158,0.00047056,-0.00074369,0.00042827,0.00027593,0.00011539,-0.00051615
218,4,0.00132835,0.00014542,-0.00053416,0.00035386,0.00005961,0.00007750,-0.00031320
218,5,0.00087900,-0.00007813,-0.00087730,0.00046345,0.00023242,0.00014589,0.00002548
218,6,0.00087499,0.00010844,-0.00044570,0.00037084,0.00014359,0.00002814,-0.00017924
218,7,0.00074965,0.00001840,-0.00049979,0.00025791,0.00006086,-0.00002179,-0.00008942
218,8,0.00067429,0.00003047,-0.00043796,0.00014967,0.00000362,-0.00004035,-0.00008893
218,9,0.00059296,0.00004140,-0.00036415,0.00008861,-0.00003095,-0.00003819,-0.00009007
218,10,0.00044970,0.00000851,-0.00029688,0.00004663,-0.00004740,-0.00002490,-0.00005378
218,11,0.00030645,-0.00004843,-0.00027093,0.00003592,-0.00004072,-0.00001005,0.00000431
218,12,0.00018501,-0.00010661,-0.00028059,0.00003888,-0.00002356,0.00000008,0.00006740
218,13,0.00011339,-0.00013230,-0.00028889,0.00004124,-0.00001038,0.00000556,0.00010260
218,14,0.00008705,-0.00011722,-0.00027761,0.00003775,-0.00000840,0.00000833,0.00010259
218,15,0.00008511,-0.00007296,-0.00023710,0.00002601,-0.00001688,0.00000838,0.00007498
218,16,0.00009413,-0.00002679,-0.00019546,0.00001956,-0.00002747,0.00000358,0.00004271
218,17,0.00009695,0.00002267,-0.00013314,0.00001324,-0.00003702,0.00000193,0.00000451
218,18,0.00008132,0.00003697,-0.00009851,0.00001291,-0.00003779,0.00000239,-0.00000659
218,19,0.00005433,0.00003322,-0.00007169,0.00001522,-0.00003126,0.00000522,-0.00000529
219,0,-0.00008163,-0.00032715,-0.00029077,0.00004529,0.00000779,-0.00001612,0.00023319
219,1,0.00027163,0.00008670,-0.00009649,0.00010560,0.00001348,-0.00002084,-0.00008728
219,2,0.00000930,-0.00020863,-0.00021365,0.00005284,0.00000729,-0.00001522,0.00013766
220,0,0.01918355,0.01532937,0.01378110,0.00007693,-0.00039936,-0.00040894,-0.01609801
220,1,0.00759065,0.00688243,0.00474165,0.00034176,-0.00036140,-0.00015610,-0.00640491
220,2,0.00166716,0.00216765,0.00020055,0.00080985,-0.00018419,0.00007620,-0.00134512
220,3,0.00066602,0.00058681,-0.00018871,0.00058877,-0.00026936,0.00002964,-0.00035470
220,4,0.00042380,-0.00026063,-0.00030116,0.00037554,-0.00022298,-0.00017133,0.00004599
220,5,0.00034272,-0.00025323,-0.00042355,0.00042668,-0.00023187,-0.00003727,0.00011135
220,6,0.00063884,-0.00010398,-0.00013740,0.00033822,-0.00022777,-0.00004415,-0.00013249
220,7,0.00065554,-0.00013860,-0.00009909,0.00026185,-0.00025873,-0.00010514,-0.00013928
220,8,0.00049220,-0.00025161,-0.00016737,0.00024703,-0.00028999,-0.00014085,-0.00002441
220,9,0.00033896,-0.00035810,-0.00024788,0.00024463,-0.00030562,-0.00016905,0.00008900
220,10,0.00024042,-0.00042394,-0.00029385,0.00023334,-0.00029887,-0.00018650,0.00015912
220,11,0.00024357,-0.00040988,-0.00027371,0.00020007,-0.00026368,-0.00018164,0.00014667
220,12,0.00030010,-0.00033082,-0.00020951,0.00014583,-0.00020807,-0.00015487,0.00008008
220,13,0.00034161,-0.00023460,-0.00014677,0.00008627,-0.00015410,-0.00011663,0.00001325
220,14,0.00033532,-0.00014890,-0.00010413,0.00002908,-0.00011044,-0.00007669,-0.00002743
220,15,0.00028138,-0.00009757,-0.00009169,-0.00001204,-0.00008618,-0.00004512,-0.00003071
220,16,0.00021138,-0.00007791,-0.00009829,-0.00003044,-0.00007693,-0.00002790,-0.00001172
220,17,0.00015296,-0.00007212,-0.00010796,-0.00003269,-0.00007361,-0.00002040,0.00000904
220,18,0.00011665,-0.00006488,-0.00011113,-0.00002574,-0.00006732,-0.00001576,0.00001979
220,19,0.00009857,-0.00004973,-0.00010392,-0.00001676,-0.00005546,-0.00001015,0.00001836
220,20,0.00009002,-0.00002886,-0.00009032,-0.00000973,-0.00003943,-0.00000317,0.00000972
220,21,0.00007936,-0.00000980,-0.00007497,-0.00000770,-0.00002426,0.00000435,0.00000180
220,22,0.00006054,0.00000408,-0.00006036,-0.00000801,-0.00001462,0.00001152,-0.00000142
221,0,0.00018825,0.00010308,0.00001631,0.00005398,0.00000149,-0.00003523,-0.00010255
221,1,0.00001682,-0.00007218,-0.00014338,0.00005268,0.00000199,-0.00004026,0.00006625
221,2,0.00013389,0.00005501,-0.00002166,0.00005542,0.00000405,-0.00003850,-0.00005575
222,0,0.00056784,0.00022307,-0.00106160,0.00002736,0.00001528,-0.00010457,0.00009023
222,1,0.00041736,-0.00020357,-0.00058167,0.00000237,-0.00000048,-0.00000483,0.00012263
222,2,0.00035494,-0.00027074,-0.00043129,0.00000360,-0.00000191,-0.00001829,0.00011570
222,3,0.00035255,-0.00027630,-0.00042760,0.00000317,0.00000067,-0.00002171,0.00011712
222,4,0.00030697,-0.00026642,-0.00029647,-0.00000337,0.00000823,-0.00002651,0.00008531
222,5,0.00026005,-0.00020821,-0.00020594,0.00000417,0.00001294,-0.00005242,0.00005137
222,6,0.00021130,-0.00013477,-0.00016461,0.00001002,0.00001514,-0.00006054,0.00002936
222,7,0.00016232,-0.00007986,-0.00015362,0.00001568,0.00001307,-0.00006169,0.00002372
222,8,0.00016002,-0.00007792,-0.00015437,0.00001429,0.00001404,-0.00006114,0.00002409
222,9,0.00011384,-0.00004557,-0.00014560,0.00001412,0.00000914,-0.00004423,0.00002578
222,10,0.00007721,-0.00003240,-0.00012946,0.00000507,0.00000442,-0.00002909,0.00002822
223,0,0.01858574,0.01592035,0.01364766,-0.00017481,0.00000746,0.00001571,-0.01605125
223,1,0.00714549,0.00611711,0.00446424,0.00008782,0.00055136,-0.00036351,-0.00590895
223,2,0.00189804,-0.00047647,0.00001529,0.00024036,0.00040325,-0.00015310,-0.00047896
223,3,0.00104398,-0.00068928,-0.00115902,0.00027781,0.00005707,0.00000028,0.00026811
223,4,0.00122478,0.00079860,-0.00003951,-0.00022434,-0.00005200,-0.00018797,-0.00066129
223,5,0.00098099,0.00058582,0.00012998,-0.00027915,0.00021635,-0.00033364,-0.00056560
223,6,0.00049028,0.00010909,-0.00000101,-0.00015348,0.00020336,-0.00033553,-0.00019945
223,7,0.00029686,-0.00006861,-0.00008492,-0.00001136,0.00015924,-0.00033954,-0.00004778
223,8,0.00015940,-0.00020736,-0.00028815,0.00007782,0.00009509,-0.00032155,0.00011204
223,9,0.00013001,-0.00015212,-0.00037750,0.00008438,0.00005665,-0.00030689,0.00013320
223,10,0.00010773,-0.00008443,-0.00043790,0.00006428,0.00005113,-0.00028247,0.00013820
223,11,0.00009710,-0.00000147,-0.00042049,0.00004076,0.00006116,-0.00025233,0.00010829
223,12,0.00007739,0.00003516,-0.00037390,0.00002773,0.00007371,-0.00021397,0.00008711
223,13,0.00006138,0.00005642,-0.00030726,0.00002980,0.00007262,-0.00017496,0.00006316
223,14,0.00004290,0.00005915,-0.00024579,0.00003487,0.00005559,-0.00013639,0.00004791
223,15,0.00002458,0.00007101,-0.00018470,0.00003786,0.00002606,-0.00010090,0.00002970
223,16,0.00000814,0.00009164,-0.00013594,0.00003005,-0.00000372,-0.00007505,0.00001206
223,17,-0.00000958,0.00012315,-0.00008614,0.00001508,-0.00002317,-0.00005654,-0.00000914
223,18,-0.00002740,0.00014261,-0.00004395,0.00000213,-0.00002799,-0.00004525,-0.00002375
223,19,-0.00004872,0.00014583,-0.00000129,-0.00000411,-0.00002240,-0.00003474,-0.00003194
223,20,-0.00006524,0.00012359,0.00002893,-0.00000251,-0.00001651,-0.00002718,-0.00002910
223,21,-0.00007176,0.00008802,0.00004607,0.00000759,-0.00001354,-0.00002264,-0.00002077
223,22,-0.00006955,0.00004858,0.00004980,0.00002022,-0.00001546,-0.00002234,-0.00000961
223,23,-0.00005867,0.00001995,0.00004161,0.00002749,-0.00001812,-0.00002568,-0.00000096
223,24,-0.00004375,0.00000692,0.00002632,0.00002757,-0.00001905,-0.00003025,0.00000350
223,25,-0.00003155,0.00000707,0.00001227,0.00002118,-0.00001607,-0.00003256,0.00000407
223,26,-0.00002058,0.00001413,0.00000416,0.00001407,-0.00000998,-0.00003242,0.00000077
224,0,0.00016652,-0.00010758,0.00001691,-0.00003561,-0.00001333,0.00006231,-0.00002528
224,1,0.00012265,-0.00011676,-0.00003901,-0.00001668,0.00000553,0.00007901,0.00001104
224,2,0.00013208,-0.00008204,0.00000862,-0.00001449,-0.00000527,0.00005715,-0.00001956
224,3,0.00008915,-0.00005539,0.00001514,-0.00001586,-0.00000636,0.00002906,-0.00001630
224,4,0.00006727,-0.00004154,0.00002176,-0.00000662,-0.00000758,0.00001931,-0.00001583
224,5,0.00003620,-0.00003676,0.00001347,-0.00000740,-0.00000852,0.00001365,-0.00000430
225,0,0.01868397,0.01654749,0.01300062,-0.00002983,0.00012010,-0.00018013,-0.01607736
225,1,0.00723422,0.00623532,0.00543913,-0.00010330,-0.00030719,-0.00114309,-0.00630289
225,2,0.00240901,0.00143279,0.00199283,0.00032319,-0.00011998,-0.00094282,-0.00194488
225,3,0.00038532,-0.00010751,0.00084925,0.00040660,-0.00011143,-0.00093724,-0.00037569
225,4,-0.00007190,-0.00027132,0.00053317,0.00039139,-0.00014450,-0.00089570,-0.00006332
225,5,0.00035941,0.00013070,0.00052532,0.00045145,-0.00016260,-0.00080557,-0.00033848
225,6,0.00053570,0.00051515,0.00030989,0.00034613,-0.00015702,-0.00068927,-0.00045358
225,7,0.00004321,0.00020656,0.00006713,0.00030272,-0.00015305,-0.00071407,-0.00010563
